transaction_id,note_id,score
TR00000770,N0301,1.0
TR00000770,N0300,0.4936177832739693
TR00000770,N0302,0.47145801612309046
TR00000771,N0302,0.9203736972808838
TR00000771,N0301,0.5282445294516427
TR00000771,N0300,0.41472133398056027
TR00000772,N0352,0.9937662553787231
TR00000772,N0300,0.4245504140853882
TR00000772,N0332,0.4053416490554809
TR00000773,N0343,0.548307740688324
TR00000773,N0362,0.5482234477996826
TR00000773,N0307,0.508027720451355
TR00000774,N0352,0.487477127483913
TR00000774,N0300,0.4042662262916565
TR00000774,N0332,0.40003763437271117
TR00000775,N0308,0.5515050189835684
TR00000775,N0332,0.44552289247512816
TR00000775,N0313,0.4363971948623657
TR00000776,N0310,0.7277981230190822
TR00000776,N0335,0.560296893119812
TR00000776,N0324,0.5542212605476379
TR00000777,N0352,0.573254668712616
TR00000777,N0308,0.5031137193952288
TR00000777,N0356,0.4411198329925537
TR00000778,N0309,0.5572593688964844
TR00000778,N0308,0.49588305609566824
TR00000778,N0352,0.4233384132385254
TR00000779,N0356,0.4504582476615906
TR00000779,N0352,0.44360087633132933
TR00000779,N0308,0.42831271716526575
TR00000780,N0300,0.44551677703857423
TR00000780,N0332,0.4306775450706482
TR00000780,N0313,0.4267996072769165
TR00000781,N0352,0.7566700237137931
TR00000781,N0313,0.4397698402404785
TR00000781,N0332,0.4316101670265198
TR00000782,N0309,0.5766162276268005
TR00000782,N0335,0.4986823272705078
TR00000782,N0324,0.4726841402053833
TR00000783,N0307,0.9949656438827514
TR00000783,N0362,0.5518568396568299
TR00000783,N0343,0.5480175971984863
TR00000784,N0306,0.9889986944198608
TR00000784,N0328,0.5925848793983459
TR00000784,N0345,0.5465746402740479
TR00000785,N0356,0.4359013795852661
TR00000785,N0332,0.4191564559936523
TR00000785,N0300,0.41239399909973146
TR00000786,N0310,0.5869995427131653
TR00000786,N0308,0.5028286184583391
TR00000786,N0356,0.412667441368103
TR00000787,N0355,0.519646782875061
TR00000787,N0331,0.5037771701812744
TR00000787,N0310,0.47159265995025634
TR00000788,N0335,0.5433932542800903
TR00000788,N0324,0.5379306316375733
TR00000788,N0341,0.5091790318489074
TR00000789,N0310,0.4654798081942967
TR00000789,N0324,0.45058958530426024
TR00000789,N0335,0.4330937147140503
TR00000790,N0326,0.566619610786438
TR00000790,N0320,0.5440008997917175
TR00000790,N0315,0.5351857662200927
TR00000791,N0309,0.5559396783510844
TR00000791,N0356,0.4545326471328735
TR00000791,N0352,0.4397548198699951
TR00000792,N0352,0.5531691074371338
TR00000792,N0311,0.46754705565316335
TR00000792,N0356,0.4124634504318237
TR00000793,N0356,0.5817831175667899
TR00000793,N0355,0.5385568380355835
TR00000793,N0331,0.5247801542282104
TR00000794,N0356,0.4324789524078369
TR00000794,N0332,0.42078902721405026
TR00000794,N0300,0.4133146405220032
TR00000795,N0325,0.4845286011695862
TR00000795,N0318,0.46317582527796425
TR00000795,N0342,0.4569547891616821
TR00000796,N0356,0.5436533675874983
TR00000796,N0310,0.46449903964996336
TR00000796,N0370,0.4566747665405273
TR00000797,N0356,0.6270197527749197
TR00000797,N0309,0.5791013768741062
TR00000797,N0352,0.4771943728129069
TR00000798,N0352,0.4682072830200195
